timestamp,campaign_id,creative_id,audience_id,geo,device,clicked,cost
2014-10-21 15:00:00,cmp_1652,cr_1812,aud_1812,UK,web,0,0.0011
2014-10-22 10:00:00,cmp_2230,cr_8780,aud_8780,US,android,0,0.0025
2014-10-23 19:00:00,cmp_2230,cr_1335,aud_1335,UK,android,0,0.0021
2014-10-23 16:00:00,cmp_1652,cr_14042,aud_4042,AU,android,0,0.0027
2014-10-24 16:00:00,cmp_2230,cr_16509,aud_6509,CA,web,0,0.0016
2014-10-22 05:00:00,cmp_2230,cr_1812,aud_1812,UK,web,0,0.0022
2014-10-25 17:00:00,cmp_2230,cr_18224,aud_8224,SG,android,0,0.0026
2014-10-24 08:00:00,cmp_2230,cr_12606,aud_2606,UK,web,0,0.0017
2014-10-25 08:00:00,cmp_2230,cr_2657,aud_2657,UK,android,1,0.1082
2014-10-21 06:00:00,cmp_2230,cr_8890,aud_8890,US,web,0,0.0013
2014-10-22 13:00:00,cmp_2230,cr_7468,aud_7468,US,ios,0,0.0016
2014-10-22 22:00:00,cmp_2230,cr_11317,aud_1317,AU,web,0,0.0016
2014-10-24 08:00:00,cmp_2230,cr_14156,aud_4156,US,android,0,0.0008
2014-10-25 00:00:00,cmp_2230,cr_13146,aud_3146,AU,android,0,0.0025
2014-10-24 15:00:00,cmp_2230,cr_3490,aud_3490,AU,android,1,0.2369
2014-10-23 03:00:00,cmp_2230,cr_2996,aud_2996,AU,web,0,0.002
2014-10-21 12:00:00,cmp_2230,cr_2996,aud_2996,AU,web,1,0.1946
2014-10-21 06:00:00,cmp_2230,cr_16207,aud_6207,US,web,0,0.0024
2014-10-23 08:00:00,cmp_2230,cr_1339,aud_1339,SG,web,0,0.0027
2014-10-25 13:00:00,cmp_2230,cr_19975,aud_9975,CA,ios,0,0.0019
2014-10-23 02:00:00,cmp_2141,cr_16379,aud_6379,UK,web,0,0.0016
2014-10-22 12:00:00,cmp_2230,cr_5645,aud_5645,UK,android,0,0.0019
2014-10-25 09:00:00,cmp_2230,cr_11317,aud_1317,AU,web,0,0.0003
2014-10-21 20:00:00,cmp_2230,cr_17379,aud_7379,SG,android,1,0.1455
2014-10-23 05:00:00,cmp_2230,cr_3490,aud_3490,AU,android,1,0.2372
2014-10-22 11:00:00,cmp_2230,cr_15622,aud_5622,CA,ios,0,0.001
2014-10-23 10:00:00,cmp_2230,cr_3099,aud_3099,US,android,0,0.0024
2014-10-22 11:00:00,cmp_2230,cr_8780,aud_8780,US,android,0,0.0011
2014-10-22 13:00:00,cmp_2230,cr_10311,aud_311,CA,ios,0,0.0016
2014-10-22 19:00:00,cmp_2230,cr_13511,aud_3511,AU,web,0,0.0033
2014-10-23 04:00:00,cmp_2230,cr_7141,aud_7141,CA,android,0,0.0016
2014-10-22 11:00:00,cmp_2230,cr_9518,aud_9518,UK,android,0,0.0027
2014-10-23 17:00:00,cmp_2230,cr_2657,aud_2657,UK,android,0,0.0011
2014-10-24 07:00:00,cmp_2230,cr_16708,aud_6708,CA,android,0,0.0018
2014-10-23 14:00:00,cmp_2230,cr_14253,aud_4253,UK,android,0,0.001
2014-10-22 06:00:00,cmp_2230,cr_14112,aud_4112,AU,android,0,0.0017
2014-10-22 22:00:00,cmp_2230,cr_13511,aud_3511,AU,web,0,0.0028
2014-10-25 13:00:00,cmp_2230,cr_11317,aud_1317,AU,web,1,0.2218
2014-10-25 07:00:00,cmp_2230,cr_17320,aud_7320,AU,web,0,0.0024
2014-10-22 21:00:00,cmp_2230,cr_14228,aud_4228,UK,web,0,0.0022
2014-10-24 06:00:00,cmp_2230,cr_16207,aud_6207,US,web,0,0.0014
2014-10-25 13:00:00,cmp_2230,cr_11108,aud_1108,US,ios,1,0.1442
2014-10-21 12:00:00,cmp_2230,cr_14182,aud_4182,US,web,0,0.0021
2014-10-22 23:00:00,cmp_2230,cr_4903,aud_4903,US,web,0,0.0015
2014-10-23 04:00:00,cmp_2230,cr_7141,aud_7141,CA,android,1,0.1773
2014-10-24 18:00:00,cmp_2230,cr_14348,aud_4348,US,android,0,0.002
2014-10-22 03:00:00,cmp_2230,cr_13146,aud_3146,AU,android,0,0.0036
2014-10-22 08:00:00,cmp_2230,cr_8780,aud_8780,US,android,0,0.0018
2014-10-23 00:00:00,cmp_2230,cr_14253,aud_4253,UK,android,0,0.001
2014-10-23 12:00:00,cmp_2230,cr_18150,aud_8150,CA,web,0,0.0022
2014-10-22 09:00:00,cmp_2230,cr_8780,aud_8780,US,android,0,0.0022
2014-10-25 00:00:00,cmp_2230,cr_7831,aud_7831,CA,web,0,0.0034
2014-10-23 14:00:00,cmp_2230,cr_18133,aud_8133,CA,ios,0,0.0028
2014-10-23 12:00:00,cmp_2230,cr_16564,aud_6564,SG,ios,0,0.0024
2014-10-25 08:00:00,cmp_2230,cr_140,aud_140,AU,ios,1,0.2044
2014-10-24 03:00:00,cmp_2230,cr_13146,aud_3146,AU,android,0,0.0008
2014-10-24 14:00:00,cmp_2230,cr_3712,aud_3712,US,ios,0,0.0014
2014-10-22 20:00:00,cmp_2230,cr_19581,aud_9581,CA,android,0,0.0011
2014-10-25 10:00:00,cmp_2230,cr_2865,aud_2865,SG,android,0,0.0016
2014-10-22 04:00:00,cmp_2230,cr_10435,aud_435,SG,ios,1,0.1398
2014-10-22 13:00:00,cmp_2230,cr_8475,aud_8475,CA,ios,0,0.0026
2014-10-23 20:00:00,cmp_2230,cr_18390,aud_8390,CA,ios,0,0.0018
2014-10-25 15:00:00,cmp_2230,cr_12450,aud_2450,UK,android,1,0.263
2014-10-23 02:00:00,cmp_2230,cr_14253,aud_4253,UK,android,0,0.001
2014-10-24 04:00:00,cmp_2230,cr_2496,aud_2496,AU,ios,0,0.0023
2014-10-21 13:00:00,cmp_2230,cr_4247,aud_4247,US,ios,0,0.0028
2014-10-22 16:00:00,cmp_2230,cr_5493,aud_5493,CA,ios,0,0.004
2014-10-24 18:00:00,cmp_2230,cr_7377,aud_7377,US,web,0,0.0049
2014-10-21 06:00:00,cmp_2230,cr_1806,aud_1806,UK,android,0,0.0024
2014-10-22 07:00:00,cmp_2230,cr_5308,aud_5308,AU,android,0,0.001
2014-10-22 11:00:00,cmp_2230,cr_8475,aud_8475,CA,ios,0,0.0
2014-10-21 08:00:00,cmp_2230,cr_18073,aud_8073,US,web,0,0.0023
2014-10-24 17:00:00,cmp_2230,cr_17857,aud_7857,US,ios,0,0.0012
2014-10-21 13:00:00,cmp_2230,cr_4416,aud_4416,UK,android,0,0.0016
2014-10-21 04:00:00,cmp_2230,cr_7831,aud_7831,CA,web,0,0.0014
2014-10-23 04:00:00,cmp_2230,cr_14182,aud_4182,US,web,0,0.0019
2014-10-24 12:00:00,cmp_2230,cr_4462,aud_4462,AU,android,0,0.0031
2014-10-22 12:00:00,cmp_2230,cr_10311,aud_311,CA,ios,0,0.0022
2014-10-23 09:00:00,cmp_2230,cr_19258,aud_9258,SG,web,1,0.1768
2014-10-25 13:00:00,cmp_2230,cr_7831,aud_7831,CA,web,0,0.001
2014-10-21 13:00:00,cmp_2230,cr_1491,aud_1491,SG,ios,0,0.0003
2014-10-21 03:00:00,cmp_2230,cr_18164,aud_8164,SG,ios,1,0.2694
2014-10-22 05:00:00,cmp_2230,cr_5447,aud_5447,CA,android,0,0.0019
2014-10-22 17:00:00,cmp_2230,cr_14913,aud_4913,UK,android,0,0.0038
2014-10-21 12:00:00,cmp_1652,cr_11697,aud_1697,CA,web,1,0.1804
2014-10-22 13:00:00,cmp_2230,cr_13146,aud_3146,AU,android,0,0.003
2014-10-23 22:00:00,cmp_2230,cr_11317,aud_1317,AU,web,0,0.0015
2014-10-25 22:00:00,cmp_2230,cr_3087,aud_3087,AU,android,0,0.0008
2014-10-24 05:00:00,cmp_2230,cr_9414,aud_9414,US,android,1,0.1951
2014-10-25 01:00:00,cmp_2230,cr_2657,aud_2657,UK,android,1,0.1947
2014-10-25 21:00:00,cmp_2230,cr_9966,aud_9966,AU,ios,0,0.0041
2014-10-23 15:00:00,cmp_2230,cr_9518,aud_9518,UK,android,0,0.0012
2014-10-21 09:00:00,cmp_2230,cr_13087,aud_3087,AU,android,0,0.0028
2014-10-24 15:00:00,cmp_2230,cr_4048,aud_4048,US,web,0,0.0011
2014-10-25 02:00:00,cmp_2230,cr_2167,aud_2167,UK,web,0,0.0029
2014-10-24 16:00:00,cmp_2230,cr_16564,aud_6564,SG,ios,1,0.1687
2014-10-22 09:00:00,cmp_2230,cr_15622,aud_5622,CA,ios,0,0.0018
2014-10-25 05:00:00,cmp_2141,cr_10906,aud_906,CA,web,0,0.002
2014-10-21 18:00:00,cmp_2230,cr_13248,aud_3248,CA,ios,0,0.0013
2014-10-22 10:00:00,cmp_2230,cr_15622,aud_5622,CA,ios,1,0.2297
2014-10-22 04:00:00,cmp_2230,cr_4668,aud_4668,SG,ios,1,0.2632
2014-10-21 02:00:00,cmp_2230,cr_2996,aud_2996,AU,web,0,0.0008
2014-10-24 23:00:00,cmp_2141,cr_19502,aud_9502,US,web,0,0.0007
2014-10-24 08:00:00,cmp_2230,cr_16207,aud_6207,US,web,1,0.1471
2014-10-23 01:00:00,cmp_1652,cr_18150,aud_8150,CA,web,0,0.0036
2014-10-23 13:00:00,cmp_2141,cr_15113,aud_5113,AU,web,0,0.0022
2014-10-21 18:00:00,cmp_2230,cr_18757,aud_8757,US,web,0,0.0019
2014-10-22 06:00:00,cmp_2230,cr_1812,aud_1812,UK,web,0,0.0023
2014-10-22 17:00:00,cmp_2230,cr_6131,aud_6131,UK,android,0,0.0033
2014-10-23 18:00:00,cmp_2230,cr_9896,aud_9896,SG,web,0,0.0022
2014-10-22 06:00:00,cmp_2230,cr_1812,aud_1812,UK,web,0,0.0016
2014-10-23 12:00:00,cmp_2230,cr_7831,aud_7831,CA,web,1,0.2111
2014-10-23 00:00:00,cmp_2230,cr_18224,aud_8224,SG,android,0,0.0024
2014-10-25 17:00:00,cmp_2230,cr_18390,aud_8390,CA,ios,0,0.0035
2014-10-22 21:00:00,cmp_2230,cr_6123,aud_6123,UK,web,0,0.0022
2014-10-24 12:00:00,cmp_2230,cr_1559,aud_1559,US,ios,1,0.1391
2014-10-25 12:00:00,cmp_2230,cr_14637,aud_4637,UK,ios,0,0.0006
2014-10-25 22:00:00,cmp_2230,cr_11317,aud_1317,AU,web,0,0.0037
2014-10-23 01:00:00,cmp_2230,cr_18757,aud_8757,US,web,0,0.0037
2014-10-22 16:00:00,cmp_2230,cr_13266,aud_3266,US,android,0,0.0018
2014-10-23 07:00:00,cmp_2230,cr_19975,aud_9975,CA,ios,0,0.0016
2014-10-22 19:00:00,cmp_2230,cr_4494,aud_4494,UK,ios,0,0.0035
2014-10-23 03:00:00,cmp_2230,cr_14042,aud_4042,AU,android,0,0.0009
2014-10-23 13:00:00,cmp_2230,cr_5447,aud_5447,CA,android,0,0.0011
2014-10-22 11:00:00,cmp_2230,cr_2514,aud_2514,SG,web,0,0.0026
2014-10-23 02:00:00,cmp_2230,cr_18224,aud_8224,SG,android,0,0.0016
2014-10-22 15:00:00,cmp_2230,cr_2865,aud_2865,SG,android,1,0.2516
2014-10-25 01:00:00,cmp_2230,cr_3681,aud_3681,AU,ios,0,0.0018
2014-10-21 07:00:00,cmp_2230,cr_4668,aud_4668,SG,ios,1,0.2653
2014-10-22 17:00:00,cmp_2230,cr_19581,aud_9581,CA,android,0,0.0034
2014-10-25 14:00:00,cmp_2141,cr_13638,aud_3638,SG,ios,0,0.0021
2014-10-23 20:00:00,cmp_1652,cr_8831,aud_8831,UK,android,0,0.0026
2014-10-24 05:00:00,cmp_2230,cr_11108,aud_1108,US,ios,0,0.0
2014-10-21 21:00:00,cmp_2230,cr_13248,aud_3248,CA,ios,0,0.002
2014-10-25 15:00:00,cmp_2230,cr_12886,aud_2886,US,web,0,0.0012
2014-10-22 06:00:00,cmp_2230,cr_44,aud_44,UK,android,0,0.0008
2014-10-21 01:00:00,cmp_2230,cr_14348,aud_4348,US,android,0,0.0011
2014-10-23 09:00:00,cmp_2230,cr_8106,aud_8106,CA,ios,0,0.0017
2014-10-21 23:00:00,cmp_2230,cr_11317,aud_1317,AU,web,0,0.0029
2014-10-23 18:00:00,cmp_2230,cr_8831,aud_8831,UK,android,0,0.0007
2014-10-23 15:00:00,cmp_2230,cr_5447,aud_5447,CA,android,0,0.002
2014-10-22 07:00:00,cmp_2230,cr_15841,aud_5841,SG,ios,0,0.0015
2014-10-25 07:00:00,cmp_2230,cr_16607,aud_6607,US,android,0,0.0017
2014-10-24 16:00:00,cmp_2230,cr_16207,aud_6207,US,web,0,0.003
2014-10-22 03:00:00,cmp_2230,cr_4394,aud_4394,CA,web,0,0.0025
2014-10-23 09:00:00,cmp_2230,cr_9145,aud_9145,US,ios,0,0.0033
2014-10-24 15:00:00,cmp_2230,cr_9518,aud_9518,UK,android,0,0.0018
2014-10-21 16:00:00,cmp_2230,cr_18586,aud_8586,US,ios,0,0.0013
2014-10-24 04:00:00,cmp_2230,cr_13146,aud_3146,AU,android,0,0.0018
2014-10-22 08:00:00,cmp_2230,cr_17887,aud_7887,US,ios,0,0.0022
2014-10-22 00:00:00,cmp_2230,cr_12181,aud_2181,UK,android,0,0.0022
2014-10-23 09:00:00,cmp_2230,cr_7780,aud_7780,UK,web,0,0.0009
2014-10-21 04:00:00,cmp_2230,cr_7831,aud_7831,CA,web,0,0.0021
2014-10-22 11:00:00,cmp_2230,cr_2105,aud_2105,US,ios,0,0.0022
2014-10-25 18:00:00,cmp_2230,cr_7217,aud_7217,CA,web,0,0.0045
2014-10-22 09:00:00,cmp_1652,cr_16046,aud_6046,SG,android,0,0.0039
2014-10-22 10:00:00,cmp_2230,cr_5762,aud_5762,CA,android,0,0.0011
2014-10-22 10:00:00,cmp_2230,cr_1037,aud_1037,US,android,0,0.0017
2014-10-22 12:00:00,cmp_2230,cr_2657,aud_2657,UK,android,1,0.2313
2014-10-21 06:00:00,cmp_2230,cr_5447,aud_5447,CA,android,0,0.0014
2014-10-24 17:00:00,cmp_2230,cr_19975,aud_9975,CA,ios,0,0.0023
2014-10-22 22:00:00,cmp_2230,cr_5447,aud_5447,CA,android,0,0.0032
2014-10-22 05:00:00,cmp_2230,cr_12181,aud_2181,UK,android,0,0.0013
2014-10-21 04:00:00,cmp_2230,cr_7505,aud_7505,UK,ios,0,0.0013
2014-10-22 13:00:00,cmp_2230,cr_15622,aud_5622,CA,ios,0,0.0
2014-10-23 05:00:00,cmp_2230,cr_19910,aud_9910,US,web,0,0.0018
2014-10-22 06:00:00,cmp_2230,cr_2496,aud_2496,AU,ios,0,0.0009
2014-10-21 14:00:00,cmp_2230,cr_2865,aud_2865,SG,android,0,0.0015
2014-10-23 16:00:00,cmp_2230,cr_5447,aud_5447,CA,android,0,0.0011
2014-10-22 17:00:00,cmp_2230,cr_6176,aud_6176,CA,android,0,0.0019
2014-10-22 09:00:00,cmp_2230,cr_8780,aud_8780,US,android,0,0.0002
2014-10-23 08:00:00,cmp_2230,cr_1534,aud_1534,AU,ios,0,0.0005
2014-10-21 02:00:00,cmp_2230,cr_18342,aud_8342,US,android,0,0.0041
2014-10-21 19:00:00,cmp_2230,cr_3201,aud_3201,AU,android,0,0.0007
2014-10-22 05:00:00,cmp_2230,cr_1812,aud_1812,UK,web,0,0.0009
2014-10-23 03:00:00,cmp_2230,cr_15135,aud_5135,SG,android,0,0.0038
2014-10-25 09:00:00,cmp_2230,cr_1408,aud_1408,SG,android,1,0.2128
2014-10-22 17:00:00,cmp_2230,cr_5645,aud_5645,UK,android,0,0.0008
2014-10-22 13:00:00,cmp_2230,cr_17640,aud_7640,AU,web,0,0.0016
2014-10-24 12:00:00,cmp_2230,cr_12450,aud_2450,UK,android,0,0.0023
2014-10-23 10:00:00,cmp_2230,cr_14182,aud_4182,US,web,1,0.2093
2014-10-23 04:00:00,cmp_2230,cr_485,aud_485,US,ios,0,0.001
2014-10-21 13:00:00,cmp_2230,cr_1491,aud_1491,SG,ios,1,0.2316
2014-10-22 13:00:00,cmp_2230,cr_6176,aud_6176,CA,android,0,0.0028
2014-10-21 18:00:00,cmp_2230,cr_2496,aud_2496,AU,ios,0,0.0024
2014-10-22 13:00:00,cmp_2230,cr_8780,aud_8780,US,android,0,0.0016
2014-10-21 15:00:00,cmp_2230,cr_13248,aud_3248,CA,ios,0,0.0019
2014-10-22 08:00:00,cmp_2230,cr_17887,aud_7887,US,ios,0,0.0006
2014-10-22 11:00:00,cmp_2230,cr_17887,aud_7887,US,ios,0,0.0018
2014-10-24 15:00:00,cmp_2230,cr_7831,aud_7831,CA,web,0,0.0017
2014-10-22 11:00:00,cmp_2230,cr_7468,aud_7468,US,ios,0,0.0022
2014-10-22 12:00:00,cmp_2230,cr_2105,aud_2105,US,ios,1,0.2243
2014-10-22 16:00:00,cmp_2230,cr_5354,aud_5354,CA,ios,0,0.0025
2014-10-21 05:00:00,cmp_2230,cr_7831,aud_7831,CA,web,0,0.003
2014-10-22 05:00:00,cmp_2230,cr_11088,aud_1088,UK,web,1,0.202
2014-10-23 01:00:00,cmp_2230,cr_18150,aud_8150,CA,web,1,0.18
2014-10-22 08:00:00,cmp_2230,cr_17887,aud_7887,US,ios,0,0.0021
2014-10-24 15:00:00,cmp_2230,cr_17379,aud_7379,SG,android,0,0.002
2014-10-21 02:00:00,cmp_2230,cr_10147,aud_147,CA,ios,1,0.2529
2014-10-24 11:00:00,cmp_2230,cr_19958,aud_9958,AU,web,0,0.0023
2014-10-22 15:00:00,cmp_2230,cr_4903,aud_4903,US,web,0,0.0019
2014-10-24 16:00:00,cmp_2230,cr_16207,aud_6207,US,web,0,0.0041
2014-10-22 13:00:00,cmp_2230,cr_7468,aud_7468,US,ios,0,0.0036
2014-10-21 13:00:00,cmp_2230,cr_19456,aud_9456,SG,android,0,0.0024
2014-10-21 16:00:00,cmp_2230,cr_8213,aud_8213,UK,android,0,0.0012
2014-10-24 05:00:00,cmp_2230,cr_4885,aud_4885,SG,web,0,0.0009
2014-10-23 08:00:00,cmp_2230,cr_7831,aud_7831,CA,web,0,0.0032
2014-10-21 13:00:00,cmp_2230,cr_4668,aud_4668,SG,ios,0,0.0023
2014-10-25 02:00:00,cmp_2141,cr_14182,aud_4182,US,web,0,0.0025
2014-10-23 18:00:00,cmp_2230,cr_12743,aud_2743,CA,web,1,0.1868
2014-10-21 14:00:00,cmp_2230,cr_19495,aud_9495,SG,ios,0,0.0029
2014-10-23 14:00:00,cmp_2230,cr_14182,aud_4182,US,web,0,0.0025
2014-10-25 13:00:00,cmp_2230,cr_14913,aud_4913,UK,android,0,0.0009
2014-10-24 00:00:00,cmp_2230,cr_7217,aud_7217,CA,web,1,0.2161
2014-10-21 21:00:00,cmp_2230,cr_2865,aud_2865,SG,android,0,0.0023
2014-10-23 10:00:00,cmp_2230,cr_11916,aud_1916,US,ios,0,0.0021
2014-10-21 16:00:00,cmp_2230,cr_19456,aud_9456,SG,android,1,0.1426
2014-10-24 01:00:00,cmp_2230,cr_6938,aud_6938,AU,android,0,0.0019
2014-10-24 02:00:00,cmp_2230,cr_9966,aud_9966,AU,ios,0,0.0017
2014-10-21 01:00:00,cmp_2230,cr_3712,aud_3712,US,ios,0,0.0022
2014-10-23 03:00:00,cmp_2230,cr_8831,aud_8831,UK,android,0,0.0035
2014-10-22 10:00:00,cmp_2230,cr_8475,aud_8475,CA,ios,0,0.0
2014-10-25 16:00:00,cmp_2230,cr_19975,aud_9975,CA,ios,0,0.0018
2014-10-25 16:00:00,cmp_2230,cr_12743,aud_2743,CA,web,0,0.0022
2014-10-25 13:00:00,cmp_2230,cr_18224,aud_8224,SG,android,0,0.0023
2014-10-24 13:00:00,cmp_2230,cr_9593,aud_9593,SG,ios,0,0.0016
2014-10-21 06:00:00,cmp_2230,cr_9553,aud_9553,US,android,0,0.0002
2014-10-22 07:00:00,cmp_2230,cr_7332,aud_7332,UK,android,0,0.0023
2014-10-22 09:00:00,cmp_2230,cr_7468,aud_7468,US,ios,0,0.0037
2014-10-22 22:00:00,cmp_2230,cr_18224,aud_8224,SG,android,1,0.1805
2014-10-23 13:00:00,cmp_2230,cr_3490,aud_3490,AU,android,0,0.0029
2014-10-25 17:00:00,cmp_2230,cr_15574,aud_5574,AU,android,1,0.1891
2014-10-21 21:00:00,cmp_2230,cr_7058,aud_7058,UK,ios,0,0.0019
2014-10-24 08:00:00,cmp_2230,cr_4394,aud_4394,CA,web,0,0.0009
2014-10-22 11:00:00,cmp_2230,cr_5762,aud_5762,CA,android,0,0.0017
2014-10-24 10:00:00,cmp_2230,cr_4394,aud_4394,CA,web,0,0.0033
2014-10-22 13:00:00,cmp_2230,cr_2105,aud_2105,US,ios,0,0.0026
2014-10-21 00:00:00,cmp_2230,cr_2514,aud_2514,SG,web,0,0.0037
2014-10-23 11:00:00,cmp_2230,cr_4569,aud_4569,SG,ios,0,0.0032
2014-10-25 11:00:00,cmp_2230,cr_18224,aud_8224,SG,android,0,0.0024
2014-10-21 01:00:00,cmp_2230,cr_18224,aud_8224,SG,android,0,0.0037
2014-10-21 13:00:00,cmp_2230,cr_7505,aud_7505,UK,ios,0,0.0024
2014-10-25 19:00:00,cmp_2230,cr_19975,aud_9975,CA,ios,0,0.0028
2014-10-25 19:00:00,cmp_2230,cr_17721,aud_7721,AU,web,0,0.0017
2014-10-24 11:00:00,cmp_2230,cr_15006,aud_5006,CA,ios,0,0.0021
